rank,address,nfts,amount_plank,amount_wei,pct_of_pool,pct_of_supply
252,0xa0c9ea7dcd2a50fc7ad758b96356e99f04b9861d,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
253,0xa102fb6cb2780edc6385d01acd8fa3d155461193,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
254,0xa39f39a804acb5f28788432e6665bce9cba32949,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
255,0xa3f50179e2e9582bf1be153f952c322b809ed76c,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
256,0xa4e4d939c36f01e55361dc2777072497be46edfb,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
257,0xa50e347907afa24755e869e5fbf781ae94a9f97b,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
258,0xa510f25fcd0dcc7ec212c5d0248690c7bbe65f5c,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
259,0xa61ff12573a7973b45b68826e996e3bc8d6b09ba,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
260,0xa7963c8bf4c84192765a305383f3b3d6415b53a4,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
261,0xa85216455c21b406a30a8de298f53de8ecc86b10,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
262,0xaae82e74398954bce819c766f4aa9c5def4a6788,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
263,0xac1a20ea8d89a7a0980e6f20c511e8937145a077,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
264,0xb0e76894de228ed023291bb37ea07f4681f9781c,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
265,0xb2e8d353b8fe5fbef0578a4aa5cb058a065a32a7,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
266,0xb859189bb29d9c752b6512df248e6e8a4f7e394a,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
267,0xb86430323a80ecbe0c0c212745b85c589a02edd5,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
268,0xb89f0647b12bb95a7e7477158c483da2e125b1e1,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
269,0xb94e23b30baa23886c399d42a72306a9309b1bd1,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
270,0xb9b27bdaeb012e1310dd0aee3820eb76f9da821f,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
271,0xba57b1449159107d66200687c32027f55ac7f67b,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
272,0xbcc94c648a36026b4335db5d762b1cfff605378f,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
273,0xbe4a4fbc6b3c0f072869ed61b4a3158340247917,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
274,0xbf17b626b59ab38cbdaaa4339b5a9b56c36f1a8d,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
275,0xbf766b5e46c210d78a25ba9edb0283d5b982e470,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
276,0xc00b9818571ab72912c0f89ba31c21d023fa99dd,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
277,0xc2ae9bff884994fc3866d4fc59e3a607ca54450a,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
278,0xc346eb5559a9c5e1fab3652fca0fc80d9df2f99d,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
279,0xc3e2c11826b7dd23ca8c0172f5835f99384b24a0,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
280,0xc4824469940e066fc8080cdbba7d8e2dff2f6557,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
281,0xc48c7c21b9ced3342ce3b9aa707227172adde19c,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
282,0xc5ba122ab0009c9c2c8e945c562c80107762cc82,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
283,0xc73dd8239bb0e788b2e627447d779d52e63128f8,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
284,0xc90765bc6a07952dfc0f1be48c10ec719ce63b83,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
285,0xcab7a4958a00826089d66f25a7135dd0fcc645e9,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
286,0xcb390fe2ef93729229addacc57f9581f35068f17,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
287,0xcebf18a5f3ee3a30b0645046f80304f8d201466d,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
288,0xcf9a5c793dfd957378e1ea4fe7f28b4770b2793e,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
289,0xcfbf8330a19c3c58f02d548daecd7b5b798b36ec,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
290,0xcffdd0ca14e61af77c51a49dead1745e116d3037,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
291,0xd6796e714385eedb68d5d027382d4b4d0be68b73,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
292,0xd70b61e343342b417bd98ab3dca890854a16f372,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
293,0xd793332bf9a15d2c34f3cb97f5416659a725958f,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
294,0xd9998ce41599ffe232fced928e82a0c6f70adcdb,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
295,0xda5966e74f98f31bcf95d931eb8d70fc236d7edf,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
296,0xda8ca7e0a52e1cf737935a4db9dfb85e13baec53,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
297,0xda9c0f11f16c865fee054881bd213df6200b925f,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
298,0xdac618b71f7337c8b663c370fee7b622edcb2335,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
299,0xdd6208ea224cb28bc150f60edc4aec20fb27ddd4,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
300,0xdf552963389ac903e13d5e58dd58bcbf24096cb3,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
301,0xe009f3a7463fc8a02370714bb06513263cc75d2d,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
302,0xe12916f486c2466afa13da59a75e573e88e063a8,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
303,0xe2d53bad3145399402233a644f4cbaf13e9736d6,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
304,0xe2e8040d7d3cb289f83625cae1999fceb90227f7,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
305,0xe6f71457557c093e518a77998d38afe63f0ae2c7,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
306,0xe7361ac8fa5d678029aeea262f07548fe1a0e8dd,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
307,0xe9f963a68c34b4528fc8d2e51c0aca438993b5b9,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
308,0xea0374fb1a7450a46aec0c1d39506517a7b93315,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
309,0xeaab8389ca8fa6aee66c587ae5cc7b7da44b0023,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
310,0xeaaf9f6218e43d6c516c17e4a7f291ac095f57d0,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
311,0xeb09f37c2a19d19af4622f5cb51e398d9362f991,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
312,0xeba5a2f101bbe39953758c702e7c0846d87e14ae,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
313,0xed63763458cb4d22dd0e48bf6a570480ef565aa4,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
314,0xeee75022f71504a6eb2e1bc59560f0386e149440,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
315,0xf04dd24497a1bfc92adccd9ea0ba25994e02f080,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
316,0xf0c8d2c7a5cad3330c584ea74537be4e64427262,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
317,0xf0fb030634c89445c46febe2522be609cb9a39c2,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
318,0xf43f2dbf8fb3a3dbe2d2bf0f5a75ff88bbecee65,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
319,0xf5a553b6960a8c72bbf5ad1b7ed1427084001964,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
320,0xf6adb83e4674c84977977877c10dfc6996bfb4d8,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
321,0xf6e2adabc0f69a7f1161a60a48e52214f533b839,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
322,0xf74141c0c89146131993c7b19aa4314f6be50bb3,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
323,0xf76a218ca417361918c6675e39d8f93a01ef81a3,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
324,0xf7eb288282a819585af33a1bb552c4b1f9dae3c3,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
325,0xf85cbef6f8f45fb8bbc5be91fe9eeb4e36687826,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
326,0xf90f47b41d4814c18562e9b5b891b6dabf44b0e8,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
327,0xff4de8adcb1e3b3a8c7f8401c18a204a3ee51fe2,2,48475932426,48475932426000000000000000000,0.12970169,0.0054564202
328,0x0a451489f8c4b59aa4c84d2f53ebf11e984d5c39,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
329,0x1578bcda7837fa7a6a86689248712fb031e47a6a,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
330,0x1db31451c00550d6289729ff420e816c0f68f067,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
331,0x3b4b59b71b8a69bbf12a5290c2c2f25456eeeee2,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
332,0x41e2fa384159f92bd990abdac4636c8d102d8354,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
333,0x46942a9111798df2d7e05b58462455af4e1d00a8,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
334,0x4e0673b6bda872a711719ea6d8af3ca8f797c0aa,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
335,0x5b6954acf79d65d51ec5372bc309e77688e6a196,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
336,0x64c5503b01e6ccc451687c5392068a0bdedaf959,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
337,0x67176fd91ad6bcc9c4b3a2cec29e43356d0854fe,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
338,0x67520701ce9419758e5ef325d67c76709780659a,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
339,0x676f330cc974ba96cce7b1f68be87bed1e499a5b,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
340,0x698ebcdb4c98554e92cc5d8b3bb3892820cca090,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
341,0x69bfe63d37599d4e785ef19e53635b8cd70b0156,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
342,0x6a6611ab2f6be27a69d95e8e34a47bf93060f22b,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
343,0x71fcf4ce1a170d26695beefd9a382ed240107f0f,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
344,0x765a26bb61a59b3f4022a23704c30db42baec036,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
345,0x929dc9910f2274ccd1ba44414058cd2280217eaf,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
346,0xa1b31f8f4db546ec9d48d5eb2a58af486a780ca5,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
347,0xa7a78045251d8be6ed56e5bd3f09cccedb2dbd1b,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
348,0xb860fe575fb5b73ffe4b80977cc0cf7c66b37f49,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
349,0xc2510dd40da6ffc0c6b44177db1c67ee092f4490,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
350,0xc90630dcd4d273395035626e0c8f91fab1797116,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
351,0xd491f57c25f8b7996955be24652d74dc160931df,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
352,0xe88ec9ec9499c12c23db6e2104c987c0d0ae8133,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
353,0xefea2ea0506daa2a12ad3ad63ea287f13f1866e9,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
354,0xf358ce3134e5a318039914d04e1fd27faef5806c,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
355,0xf7739ac4c946056a6e302b6db83bc0345d1df37f,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
356,0xf97c2337ea3e5fddeab7de2f557fb0cd67ac32b5,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
357,0xff79d9b29fb14c1b755e0b4ea9937744f2b36fd3,1,24237966213,24237966213000000000000000000,0.06485084,0.0027282101
